Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor
 Es Krim Puding Dani,Pembuatan Es Cream Puding ,"194,36",108,3,2008,?pm=/48ZGuUc9I1Nko/33lHtrA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Cv. Cipta Karya,Pembuatan Batu Nisan Dan Kuburan,"23,2",212,3,2008,?pm=VAuKWuynNTvmG1FH93G8qg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kripik Meong,Pembuatan Kripik Ubi,"78,92","253,2",2,2008,?pm=hVQXPL8F0RxWJPs1m+9jRw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Kripik Ubi,"76,95",304,1,2008,?pm=ZxKAWGcMrzY7E3Q1aJjpZw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bengkel Las Pak  Jalil,Pembuatan Konstruksi Baja,"97,5",1.504,13,2008,?pm=4YZ9bNpprvuRPtrjWXlolA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Porta Sabar Bengkel Las Listrik,Pembuatan Telekung,219,720,25,2008,?pm=9X784dw2DjrtkCN/OyonDQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 null,Pembuatan Telekung,"19,3",860,9,2008,?pm=GG+a/K05JdKw/0k5eBVaIQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pengerajin Patung Tari Perang,Pengerajin Patung Tari Perang,202,30,1,2012,?pm=rpQNqp/Nil+Th2BartaLWw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Pengerajin Parang,Pengerajin Paraang,206,40,8,2012,?pm=4VOHf5MuZSsTGtbEd0j1ww==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Rampat,Pembuatan Cireng Isi,"442,3",2.160,26,2008,?pm=CAWYjUkX6AMMubDnPwEGZg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Hdy Collection,Pembuatan Boneka,62,144,9,2008,?pm=5FqDn6A33cKfCs/ItkEghA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pt. Wong Bandung,Pembuatan Corporate Gift Diantaranya : Agenda,"161,43",840,15,2008,?pm=bk9uwmsh+an0BnivGyOZUg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Endang Product,Camilan,"34,3",36,3,2013,?pm=RXYUUPIJwkk5HdHfpKvCLA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Apolo,Kerupuk,140,790,30,2011,?pm=Q6K+jOSKCJ2Uv8Cavevieg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Erlanda Bakery,"Pembuatan Donat, Roti Goreng, Molen & Sus","528,6","913,92",9,2008,?pm=6UH+Bsqlt8laANNDTz2eBQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Omah Klambi,Pembuatan Pakaian Muslim,"92,5",300,8,2008,?pm=Le8Bj+MUA7O6n8V3woj0/A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Medinh ,Pembuatan Tas,"185,6",1.080,25,2008,?pm=RnZV/knzIwyZb1tNO5eaBA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Az-Zahra,Pembuatan Jaket Kaos,"488,72",2.340,20,2008,?pm=xO8tF2GYZTdSzj7cooRoVA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Cv.T. Kardin Pisau Indonesia,Pembuatan Pisau,"190,8","1.904,64",35,2008,?pm=ZrQ9d0/fXWkJnBaB4NHmiA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Raos,Pembuatan Keripik Singkong,"100,11","1.062,72",9,2008,?pm=BYFSGDZQmbIBLgzg/jwZBQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ramalima,Pembuatan Lampu Hias Daur Ulang,"91,5",60,16,2008,?pm=nFRY+UaLg2SHe7sFv2hhWA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ivy Boneka,Pembuatan Boneka,83,220,25,2008,?pm=2Q2HnA1BtGuAYhX0Wlxq+g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Produksi Nata De Coco,"37,99","97,6",3,2011,?pm=X7JKfg+l40nDFhe4sa11KQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 -,Nata De Coco,68,"324,3",4,2011,?pm=ElDpkAO/IQsnkoW442h75A==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 -,Pengrajin Sale,"70,6",445,5,2011,?pm=znXvNB4zCTE6y6Qll3xXGQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 null,Pembuatan Sepatu Pria,122,72,4,2008,?pm=BIySfhuWcWeF5VMaGSL4tw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Usaha Makanan Ringan "" M. Wahyu"" ",Pembuatan Kerupuk,"9,8",280,9,2008,?pm=smzxtrlDobhFcy4IL8P6sg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Pembuatan Mukena,Pembuatan Mukenah,"20,9",140,10,2008,?pm=nhHbcXsngC7YiGUusSFyFg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pilar,Pembuatan Pilar,"20,2","25,5",3,2008,?pm=N3v/kIEHv/JWvY4NWD6dJA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 null,Pembuatan Sepatu Wanita,"244,8",588,12,2008,?pm=ej82LSZWVU27T2km2BAXqw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Usaha Tempe ""Prima Rasa Jogya""",Pembuatan Tempe,10,1.850,1,2008,?pm=K8YdMcJG1i1alcaB3hUlvw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 null,Pembuatan Tilam,"147,8","841,5",4,2008,?pm=39440eMYi61qSEnfsWcBuQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Agli Gordyn,Pembuatan Gordyn,"56,5","177,84",3,2008,?pm=MSF5dndyIM5hQUJjYPCceg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 null,Pembuatan Tilam,"21,1","767,36",2,2008,?pm=6tlOj5g42KiYH4ZayeyHaA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sate Ayam Madura,Pembuatan Sate Madura,"115,2",285,3,2008,?pm=k+1f1/7K52T4cqLhRUQihw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Gilang,Pembuatan Sumpia,"7,15","308,88",7,2008,?pm=XMCQWFyTLWhiDViip5RG8w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Rajuta CMT INTAN,Pembuatan Baju Sweeter,"167,2",108,20,2008,?pm=ACM5jGMvCWZbLzKqTuQZ1w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bili Art Shop,Pembuatan Souvenir Ukiran,"21,9",102,6,2008,?pm=A7YMCfDPsXvSER+Cec+UZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Asparagus Fresh,Pembuatan Cover pot,"79,76",72,5,2008,?pm=FRo8oIP4LuJV9VAop6/EBw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Teng Teng Manis Putri Tunggal,Pembuatan Teng Teng Manis,"19,7","117,6",4,2008,?pm=oE9zWxq7oJmS9tED7BcTjA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pengerajin Patung Saohadodo,Pengerajin Patung,32,16,2,2012,?pm=tkhRTTCVGHpAvXkOcKfi0g==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Pengerajin Patung Famowaa,Pengerajin Patung,44,15,1,2012,?pm=oSDLugTSuaFfvMDLrK4aHA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Cakra Farm,Pembuatan Jus,30,"28,8",4,2008,?pm=iBh/GVkrZB/rP8WCKe3h0A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Percetakan Pelangi,Percetakan,"20,15",12,1,2008,?pm=KTZ4sYX1FQ5Pp1LnP/OO+w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Depot Flores ,Pembuatan Meubel,"323,25",900,14,2008,?pm=sYvApX+DpcRJ/A/pCMXZyw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pembuatan Profil Gypsum,Pembuatan Profil Gypsum,137,110,3,2008,?pm=/vvGVecprDd0rEGcW3hjug==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pembuatan Keset,Pembuatan Keset,"75,05",85,6,2008,?pm=QKe0/ne0nitkdw94umzNkw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pembuatan susu kedelai,Pembuatan Susu Kedelai,"103,62",48,2,2008,?pm=WKigio/OjmnXefSQpBKu8g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Melvie,Pembuatan Sandal Wanita,"108,5","104,44",2,2008,?pm=mgTO/JQvRhK7x5QWoBebsQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pembuatan tempe,Pembuatan Tempe,"114,32",355,3,2008,?pm=8ToshY9cGVQR1yfY1g5nEQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Pembuatan Tempe,Pembuatan Tahu,"137,15","43,2",3,2008,?pm=0MQOIdRtf9nuHVPrZLAbtQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Rengginang,Pembuatan Rengginang,"49,12",38,1,2008,?pm=lDWdjSZ/yn3F3HCOTwSIiw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha kaki keramik,Pembuatan Kaki Keramik Dari Kayu,"5,18",36,3,2008,?pm=wMbZDsylhegb1Zib/ruQGA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Pembuatan Tempe,Pengolahan Kedelai,"9,1",216,3,2008,?pm=Wzvuqr/i46dGMx+KEMbHXA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Daur Ulang kertas Semen,Pembuatan Kertas Semen,"63,75",84,5,2008,?pm=/5LcXrrUQIq/pcfRM+RyHg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Pembuatan Tempe,Pengolahan Kedelai,"65,25","86,4",3,2008,?pm=9HBKV45x/afKrUJQ/i3wsQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Anyaman Rotan,Pembuatan Rotan,"169,8",189,10,2008,?pm=7fmrrBm4NogYPZX0vWLGdQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Pembuatan Temoe,Pengolahan Kedelai,"31,33","345,6",4,2008,?pm=/cX36PTKR6xgX31aXIwuPA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Lemari,"7,12",168,4,2008,?pm=X0flE8lgKh2MUcLktBEA/w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Urdu Service,Pembuatan Bahan Bangunan,"70,5",240,4,2008,?pm=HZBlVrmk6Jew06OBU/tLpQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD.Murni,Pengolahan Kedelai,"172,4","273,6",4,2008,?pm=ewqZbDLSvNXKheKd0qg/3Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pengolahan Kedelai,"130,5",228,2,2008,?pm=gbKYEYi3XKGQC5C+mPPILg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Toko Kaca Teratai,Pembuatan Steling,"143,25",390,4,2008,?pm=pgPSkRU//PWLPKgvvAJkmA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Aries Donuts,Pembuatan Donuts,"10,05",420,1,2008,?pm=1h//0EkPIwZ3XvLCLMsomw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD. Tamora Jaya,Pembuatan Kursi Bambu,"131,5","181,35",14,2008,?pm=zdPRnBvjjhh0TfFyr/xQrQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Batu Bata,"111,4",176,8,2008,?pm=q1CaqFVEtJCt55ZEydRYMA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pengolahan Kedelai,"52,61",129,2,2008,?pm=KhT4yiRXN62cuPRdQ6w6FA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD. PJR,Pembuatan Jagung Rebus,"165,45",840,6,2008,?pm=hwr27mCVKAaZ75ymbW9JvA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Kerupuk,"107,25",441,11,2008,?pm=gKVvSWmYttFHQebXhn3SOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD. EKA SETIA,"Pembuatan Dandang,Tong Air, Dll",933,102,2,2008,?pm=gy6UMsgEUDaBNWGn9zVVeg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 null,Pembuatan Kerupuk,660,260,6,2008,?pm=MKQcX8IS//kuk6Gx8B4AKQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Mutiara Hati,Pembuatan Bandeng Duri,125,116,2,2008,?pm=z4hkrC3Qe8EKJRmSAbPlSA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Daster Cantik,Pembuatan Daster Cantik,323,14,2,2008,?pm=kVs49CYdYcmPZgdlqxOmpA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Batik Gajah Mungkur,Pembuatan Kain Batik,"220,5",28,5,2008,?pm=IK/HjjRgif/LOtoyJlJnug==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Agnelio Co.,Pembuatan Kebaya,473,51,15,2008,?pm=DyhUo8uMEzOao6Tm+30CCA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Adzimya Co.,Pembuatan Busana Muslim,"124,12",32,7,2008,?pm=+JyTMif7DtH4PWKHrPROwA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Intan Galery,Pembuatan Candle holder,69,120,25,2008,?pm=HnErzFNheV8ujfwPGxhRDQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Peyek Kacang Marni,Pembuatan Peyek Kacang,"69,75","589,68",6,2008,?pm=ILEzPg/5UMoUBuucDnle+w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Rempeyek kacang ""Candra""",Pembuatan Peyek Kacang,"61,68",62,4,2008,?pm=TVCxlDP1PNUx6U44vZKVYg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Rempeyek ""Yu Jimi""",Pembuatan Peyek Kacang,"68,25","631,8",9,2008,?pm=0dZp38AdP2XsQqCfYC0/rw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Nisan Safari,Keramik Kuburan,"170,5","12,6",2,2010,?pm=FdlwW2xal16NbqwKtRF6Tg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Roni Taylor,Pembuat Baju,0,0,2,2012,?pm=1KatFVb9PnQe5+xfwx5JMg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Yazid Snack,Yazid Snack,0,0,4,2012,?pm=UvdKMkMgHtM/EHzhO2irZA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Peyek Maco,Peyek Maco,0,0,3,2012,?pm=6E+8QbXGY0dpdgzCiqElCg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Doni,Pembuatan Snack Dan Roti Tart,"154,5","15,2",2,2008,?pm=bqFNDqATC+9yotxJtUuBqg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Batik Semarang Kinanthi,Pembuatan Batik,"375,68",130,8,2008,?pm=oc8ULl9dhDRGlGK5s2cIsw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 N.N Meniko,Pembuatan Wingko,"1.170,6",164,10,2008,?pm=cgo2r+2EkepG6zAlB9YZmQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ari,Pembuatan Jahe Instan,"145,52",39,1,2008,?pm=DtOX3Y1+tyQGnCbozgrOvw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Nalla,Pembuatan Syrup,"390,25","109,5",6,2008,?pm=NtJ9d6YefNTY4DGNlvXnfw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Batik Semarang Indah,Pembuatan Batik,"128,86",48,12,2008,?pm=w5r7lo2MndXH35E7Kda/wg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Hanita,"Pembuatan Daster, Blus Muslim","189,6","342,5",18,2008,?pm=GhlzmhJQRHZcpRUahULNxw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ayu Prasanti,"Pembuatan Souvenir, Bed Cover, Gordyn, Handycraft","556,34",320,22,2008,?pm=tWLTd71Dy22OXr4uVEDWCg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ud. Sofiesh,Pembuatan Sepatu,"1.564,37",1.100,8,2008,?pm=LURb0qxvtPFsLp5khgduJQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Batik Dargo,Pembuatan Batik,"94,85",112,42,2008,?pm=Bd+IB++b41A3stGN/+IEAQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kampoeng Batik ,"Pembuatan Kain Batik, Lukisan","26,1",27,4,2008,?pm=GidQCaE8BRyUbyeUktuaQw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Risma Collection,Pembuatan Sprei,460,300,3,2008,?pm=kWqJj2gRNi4gt4un0ykmiA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Jordan Amor,Pembuatan Sepatu,"184,8",332,9,2008,?pm=eCN1atr4UOdV+KEQEDAc4Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kruduk Gendar Sinar Klaten,Pembuatan  Kerupuk ,"209,35","691,2",7,2008,?pm=8Rws6nLM3s9wwLz//z4U8A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ud. Sumber Hasil,Pembuatan Batu Bata Merah,"1.476,35",168,6,2008,?pm=38V5nly9y5Vv2tlXN75PlQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Eka Jaya,Pembuatan Minuman Instan Tradisional,"114,39",124,4,2008,?pm=llnfCvI1X3VAFRC6J+Ms3g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Langgeng Makmur,Pembuatan Gerobak Bakpau,"132,6",112,2,2008,?pm=/agf9CEhokiMGnLQdaFmZw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Cv Kayu Prima Nusantara,Pembuatan Lantai Kayu,"646,5",1.120,23,2008,?pm=+ry95334SquHAA0AnmhWhw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Nining Collection,"Pembuatan Handycraft(Sulam Pita, Gordyn)",395,100,30,2008,?pm=9MdVsqyyNpJriFBSIW0drw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Aldien,Pembuatan Bantal Boneka,581,"26,5",5,2008,?pm=iv2gYvNMz+zr14AfGJQ/tg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Cv.Batik Semarang 16,Pembuatan Baju Batik,582,140,52,2008,?pm=/nmL3ePdETSqMjWSjtWWfA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Not Available,Fiber,20,52,1,2011,?pm=kCxvHJ1d5ZQlHby8I151lg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Diva Art,Pembuatan Furniture (Mebel) Ukir,804,0,20,2008,?pm=l3v898PyAeWIMNTTG1sUaQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Gula Kacang,"242,25",0,2,2008,?pm=GyQAABALkI7xfdUwmKEjSw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,"Pembuatan Kukusan, Tompo, Irik, dan Kalo","40,75",0,1,2008,?pm=tP7s/7HnLuwEQGwrH5KkzQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tembakau HS/Suharmi,Pengolahan Tembakau,"792,5",0,6,2008,?pm=MgYmBYKTLTGteeSShXauEA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bimobaru,"Pembuatan Paving, Batako, dan bus Beton",2.050,20,40,2008,?pm=1TzFmLdddSXn8S2q8oXVoA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kanthil Azzaro,Pembuatan Anthurium,"908,4",0,2,2008,?pm=bbKmqqXarFN88P3C07qzKw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Barokah,Pengolahan Tempe,1.051,0,6,2008,?pm=oWNqVDnji2lXFbe1dP0lUA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bagas Jaya,"Pembuatan Makaroni, Stick Ketela, Opak, dan Balole",172,0,13,2008,?pm=Nxb1xYJKxFBsN+KJcInBXA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Srikandi,Pembuatan Keripik Paru,"381,55","97,5",5,2008,?pm=/TRP98FlUZa/gJ9IJ3VlbA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UDSido Dadi,Pembuatan Minuman Instan,"901,74",50,6,2008,?pm=RRxQTSr1E4YExL19dOhIkg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Albarokah Jaya Abadi,Pembuatan Mebel,"88,15",40,3,2008,?pm=VzhJhLX/jzq5mJQ/EiiuJQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Titah Langit,Pembuatan Lukisan,"638,75","10,5",2,2008,?pm=Wi1yl2ZS995sxEbxwSRXSQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 APE (Alat Permainan Edukatif) Bina Karya,Pembuatan Alat Permainan Edukatif,"483,4",25,14,2008,?pm=9aVaov50ega+oALKvE1FzA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bulan Purnama,Pembuatan Kerupuk Rambak,91,18,3,2008,?pm=5L2D+K1J74Mo5XrrjKHZAQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Krupuk Nglumpit,Pembuatan Kerupuk,38,15,2,2008,?pm=EGJZQQ3aHTjqIlJlq+Ek3g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Dadi Makmur Cap Gurami,Pembuatan Kerupuk,"107,4",25,4,2008,?pm=FyhMhKZUOMpoON35D3ZGZw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Batu Bata,"12,07",9,5,2008,?pm=sbUQAncuCww6tCvU5agewQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pengolahan Rangkaian Parcel,"64,65",20,16,2008,?pm=Ho/94bSmh1jk8QlXnpNLrw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Cepak Mebel,Pembuatan Mebel,"85,7",22,2,2008,?pm=eetKNPVl12Im6BPXE8kqNg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Langgeng Jaya,"Pembuatan Silikon (Pengkilat, Pembersih)","557,15","76,8",22,2008,?pm=dNJE3IifYjvssMBZbLVeig==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Batu Bata,"52,87",9,4,2008,?pm=rdTENnedmPo1JZO4rMRzYg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Super,Pembuatan Kerupuk Rambak,"39,5",30,5,2008,?pm=jfRoMwFrPt9eufDBj4Iz6w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Arofah,Memproduksi Tepung Mocaf,"226,27",28,3,2012,?pm=eHfjyzSpMq+/XG7F4aQOgA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Mega Snack,Membuat Aneka Makanan Basahan,"140,25","27,5",3,2012,?pm=YvNru08+SvD6eZyJSL95xw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Krupuk Hasil Laut,Memproduksi Krupuk,"5,87",153,3,2012,?pm=8MdN0BAHR45utlX5l829jA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Mbak Tiek Snack,Memproduksi Kue,232,"30,5",3,2012,?pm=lcEVnnaMAOFtusw5NaS2lQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Yan Craft,Pembuatan Handycraft Kayu,"35,3",30,4,2008,?pm=9v1fWcauyeM4Ylm6Gl9TQQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sabrina Bika Ambon & Lapis Legis,Pembuatan Bika Ambon & Lapis Legit,"94,2",723,1,2008,?pm=0uslu4PYYggx73tUgd7GLw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Karunia Atsiri,Pembuatan Miyak Atsiri,"89,7",12,3,2008,?pm=YIzldWUQHKTk1SQ1CGDDDg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Asli Rowo,"Pengolahan Keripik Wader, Cethol","85,35","25,2",2,2008,?pm=DKmbLUDSNCHWKiw21EiaWQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 AA Mebel,Pembuatan Mebel Kayu,"326,5",200,40,2008,?pm=BnmSDxXEo4adaNPFYN7sxw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,"Pembuatan Mebel Kusen (Pintu, Meja, Kursi)","143,33",25,16,2008,?pm=oWyAWboT/vnlOs1SbxbkRQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
