Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor
 Gula Merah Muroji,Pembuatan Gula Merah,"38,57",10,2,2014,?pm=NlTnarzC4vrC3IvDSrmnOA==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Pembuatan Sambel Kacang Kemasan,Sambel Kacang,"7,6","99,5",2,2014,?pm=S2Q+O9Im6QiTn5CNPJFbwQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Pembuatan Kue Bolu ,Pembuatan Kue Bolu,1,"12,5",1,2014,?pm=0HchIYVRMb+lk59bo3WMMQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Tempe Saminah,Industri Rumah Pembuatan Tempe,"13,08",7,1,2014,?pm=PPxXzHLfv0BIv5e0HAUYXg==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Kripik Tempe Hoiriyah,Kripik Tempe,"36,2",17,3,2014,?pm=qLVM1q2py7yA7rWKIFCByQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 PT Kampung Lidi Saloloang,Sapu Lidi,"118,5","38,8",50,2014,?pm=29syPLFiOdQH8CggjAcYdg==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Bakwan Malang Agung,Bakwan Malang,422,840,15,2010,?pm=zWG+PM4o+3fLR67Wz7kfJw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Fredy Somay,Somay,"106,16",720,20,2010,?pm=8o6JkrM98V32Sy/Y8lejHA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Ibu Sawiyah Tape Singkong,Tape Singkong,"54,9",240,3,2010,?pm=xtJQVlB5xTR9DxW1jw97dA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Aneka Alumunium,Pembuatan Etalase Dan Las,291,54,5,2013,?pm=9Tfq1YulaUk4GIl+ylX6iA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Bu Warni,Telor Asin,164,72,2,2012,?pm=NnpJyO63Ega54GQz3caxAQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Pengetaman Kayu Jhoni Putra,Pembuatan Kusen-Kusen,143,120,4,2008,?pm=oruEFtA50bcoXbO98l77jg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 DeRis,"Pembuatan Pastri, Cake & kue kering","250,5",108,5,2008,?pm=UPSmMGpyuNA9GIvnTW6NZw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Fortuna Stick,Pembuatan Kue/ stick,"65,61",48,5,2008,?pm=jBuz6uYSeEAPWS5+ecJsYw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kalua Jeruk,Pembuatan Kalua Jeruk,"354,5",72,8,2008,?pm=v+9xSTRZPyoMRzLtFHItjQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sawargi,Pembuatan Kalua Jeruk,"74,59",60,4,2008,?pm=uh/7DlbgpRmPTQhgt4SsWg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kalua Jeruk Pusaka,Pembuatan Kalua Jeruk,"206,79",72,5,2008,?pm=gEXDUxZlVc0jpmM3AVmmrQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Doa Rahma,Pembuatan Sarung golok,"10,95",48,4,2008,?pm=k3d79My2WyO5Wx9ShMgd/A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pusaka II,Pembuatan Kalua Jeruk,"340,51","64,8",4,2008,?pm=gTOqapRMbRcrZKDmMgo1Pw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 PHPM (Production House Putri Mandiri),"Pembuatan Risoles, Puding, Sus, Dll","2,8",48,2,2008,?pm=Nl9DsuCtNwryrVAnVA/sQA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Nopia Narwan,Mino,3.110,1.110,16,2012,?pm=lGPvtvnawllBEuOl4dq2oQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Pusaka,Pembuatan Kalua Jeruk,"18,12",45,4,2008,?pm=xz2Kd3YUsvLzER+ADswpMg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 INDUSTRI TEMPE KASMINI,PRODUKSI TEMPE,101,48,0,2011,?pm=HCS67xCfy0n+AzHzT1BONA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 MEUBEL GARUDA,MEUBEL,260,380,5,2011,?pm=Qns8zpOOYLPbY8x39nH5RA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 SAFIRA CATERING,CATERING DAN KUE,126,350,4,2011,?pm=0Bz9T+4XBjZFI8NGFVOl0Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 UD. Meubel A.Rois Sumende,Pembuatan Furniture,"427,5",435,3,2008,?pm=TaXy5V72VGn+uNXuHBU7iw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tempe Lasinem,Pengolahan Kedelai,"116,3",107,2,2008,?pm=8hUworS219J793CirSnItA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sumber Rezeki,Pembuatan Kusen,14,60,2,2008,?pm=zukropCYpY+G5K/3GvVQ1A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Fr Alumunium Kaca,Pengolahan Almunium,"24,62",180,6,2008,?pm=hyEqysCQERjaRdwwsD41Hg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD Agus Putra Jaya,Pembuatan Kusen,19,360,6,2008,?pm=IHTxWtaNjzk70WMAWO1lKQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sumber Jaya Abadi,Pembuatan Kusen,28,240,4,2008,?pm=rgNpdufz64p47VhddoMyEg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sumber Jati,Pembuatan Kusen,17,240,6,2008,?pm=SS62LnTfHlKuaCk8mDAUIQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Santika Design,Pembuatan Pagar Besi,21,180,6,2008,?pm=yLzcZ0N5RVEpn3fRrRy8sQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD Sumber Jaya,Pembuatan Kusen,66,72,3,2008,?pm=V5j92Q8uy11NtZj6BjpKQA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Meubel "" Abidin """,Pembuatan Sofa,"34,15",168,3,2008,?pm=rHO88uthZpFWGqaHf+4u1g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Harapan Jaya ,Pembuatan Kusen,"124,5",170,3,2008,?pm=op5+Jvf+mOYb/r+0V1RMOA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Masliati,Produksi Purun,"8,05","2,8",1,2011,?pm=/qOj7EiczFucJnS0i3Ce6g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Perajin Purun,Produksi Purun,"8,02","2,56",1,2011,?pm=xAyzL10Sb4nXXn81kZPMLg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Gerabah Tanah,Produksi Gerabah,67,194,7,2013,?pm=exmZ//dvpA+P9pHmGOUrvg==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Usaha Loster,Produksi Loster,69,90,5,2013,?pm=yKOR2nRM+1c9nI14/tepaA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Rendang Padang Hj.Arnis,Rendang,39,72,3,2009,?pm=YQhhFORQX6zcWbGlkbu8bw==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Tika Prabot,Perabot,457,516,3,2009,?pm=5FzdhzJkdHJjTZ2TDNyttA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Nur Fajri,Kompor,153,122,4,2009,?pm=zisD8ZKUsuerc7Cmt1ol+w==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Afda Resti Emi,Kripik Pisang,179,158,3,2009,?pm=fbEg8+j0IOwa36o36xh9Mw==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Riau Jaya Paving,Pembuatan Pavin Blok,195,108,3,2008,?pm=9RSOUBGFnvCDSa3OMSeEEg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Toko Kaca Awinium Riad,Pembuatan Meubel,63,240,3,2008,?pm=x/6WHWvt64gSgcYQpsUaVA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tempe Suparno,Pembuatan Tempe,"41,6",210,3,2008,?pm=8XURDbaarKxztL6nbqVuhw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Panara Tempe,Pembuatan Tempe,"31,48",210,3,2008,?pm=kUV72slSf7k7lv+tPqIEEw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bon Tempe,Pembuatan Tempe,"21,2",225,2,2008,?pm=eS78msoDXDicMZYINUf0zA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Aura Ksih Tempe,Pembuatan Tempe,"22,18",180,2,2008,?pm=jN56EV9hRY0lrc6vH2lV9g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Yadi Tahu,Pembuatan Tahu,"41,38",675,4,2008,?pm=a5OoVec1T6D7ZxwaJyC6XA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 An Nuur,Pembuatan Jamu (Serbuk dan Kapsul),"90,9",180,8,2008,?pm=yWc2ZX1mXn9MmjWK7kOjfQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 CV. Kreasindo Jaya,Pembuatan Batu Relief,"62,76",80,9,2008,?pm=fkz9ZqJxoeGh3R+xoplfxQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Yanti Collection,Pembuatan Tas,65,60,3,2008,?pm=XQZKWQwPBWmplWFPKsu1cg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pakaryan Aneka Kerajinan Melati Putih,Pembuatan Miniatur dan Aksesoris,"1.520,75",80,11,2008,?pm=2v4Num59SEimISShSEVzDg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Hasta Karya,Pembuatan Bathroom Furniture,"214,39",2.628,115,2008,?pm=NSQrKDlAKASel/KOBpT8Rg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Modest Art Collection,Pembuatan Tas,62,36,4,2008,?pm=hUzU6WEbW4KiGxq/wOGOsQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Wasino,Pembuatan Sarung Hp,"72,5","230,4",8,2008,?pm=fLfeO+6RG+KoqqUf5stj9g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Syifa Collection,Pembuatan Dompet dan Tas,"88,75","138,82",3,2008,?pm=RoFf1itZFAGXoLRvAVGvAQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sisi lain batik,Pembuatan Kaos Batik,304,520,10,2008,?pm=n1Veeg6v5fKiE/VzjGYfdg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Handycraft Sukirno,Pembuatan Wayang Kulit,2.788,500,170,2008,?pm=Tvf4KYK/k3nQT8oZ9exw0w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Suyatmo Collection,Pembuatan Dompet dan Gantungan Kunci,"14,6",96,3,2008,?pm=g7F3e3VyAZEnd0lDxH5RmQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Anyar Pigura,Pembuatan Pigura,"19,1",94,5,2008,?pm=qbPb9Yi2zGDD5jn1Lqvqng==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Moerdijatno,Pembuatan Dompet,"59,7","86,4",2,2008,?pm=Jdcr7KEuKuLBL8NOFLl4vA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Angga Souvenir,Pembuatan Fiber Glass,474,75,2,2008,?pm=0yUCspoqln07/vpf2GO4sg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 BW Silver,Pembuatan Cincin,235,144,2,2008,?pm=LIwpU7wSqRCfybPw7HuIcQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 AS Collection,Pembuatan Tas,"168,6","84,8",14,2008,?pm=sRq0BYqv9aaDbrKuPHCK7g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 BGD Collection,Pembuatan Sabuk,"9,5",18,3,2008,?pm=7EY+BCknoXKkwq4pJejt+Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Christa collection,Pembuatan Dompet,"176,31",45,4,2008,?pm=QHhFo3s1R49TDz5l1LVEwg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Widarjat Blankon,Pembuatan Blangkon,"7,8",86,3,2008,?pm=RkhxpVBXK8poUTKc8mtE4w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 HAN,Pembuatan Sarung Hp,"168,5",36,2,2008,?pm=NoXrKdi80N5BgCnh8N4wDQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 G Silver,Pembuatan Cincin,"480,8",50,4,2008,?pm=J8HrIZR8fm4dy2GbMLpgzQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Surodjo Handycraft,Pembuatan Topeng dan Roroblonyo,"136,75","66,6",5,2008,?pm=4wKtqpm8FLLAUu0oyxrBtQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Fadaco,"Pembuatan Tempat Hp, Dompet dan Gantungan Kunci","19,2","163,2",6,2008,?pm=kPxewCD2SZdK2iAbUz2VkQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Vita collection,Pembuatan Tas,"399,3",90,2,2008,?pm=PpM40pJBVSyAN94cTDxiKw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 HS Collection,Pembuatan Dompet,"410,9","153,6",2,2008,?pm=HrjG7UTbkR/+PBufJJxUYQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Purwanto,Pembuatan Sarung Hp,"17,75",96,5,2008,?pm=AvjHy+WZScUNulV5OaMYaQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Farid Collection,Pembuatan Dompet ,"24,65",38,2,2008,?pm=h8CvwDebZueRj92j+qA0QQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 AENGS ,Pembuatan Dompet Parasit dan Dompet Batik,"71,5",180,4,2008,?pm=N0j+FmdIDZsuNjvjCq/yKg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Dompet ""Bu edi""",Pembuatan Dompet Batik,"26,5",230,6,2008,?pm=u6xNVKEfLuPSaGIM32CZsA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Dompet batik mbak ""Us""",Pembuatan Dompet Batik,"17,2",144,5,2008,?pm=Dmr/h1rMGZK3ubXLhXL6CA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sutarminah dompet batik,Pembuatan Dompet Batik,"76,8",540,12,2008,?pm=4sEzT15vaSJhfaSpNghuCg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Jaran Craft,Pembuatan Handle Tas,"242,35",192,10,2008,?pm=AjoWYhPubWKFZX5ZfZgcFg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sale Pisang Famili ,Industri Sale Pisang Goreng,77,1.464,20,2013,?pm=tO7xx7hu+f9XLicmHHhU2w==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Citra (Pastry) Sugema (wajit),Pembuatan Wajit & pastry wajit,"247,6",576,18,2008,?pm=9tth7QOz9wiToKBvv4t49g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ranginang Ketan Ibu Awat,Pembuatan Ranginang,"73,89",48,6,2008,?pm=xthQIqAM0862JlCDKNUsLQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pos Karya,Pembuatan Kubah Mesjid & perabotan rumah tangga,59,132,8,2008,?pm=vnl3YdYzqqdEZgdDLnItYQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Cahya Alumunium 2,"Pembuatan Alumunium (lemari, kusen, etalase, dll)","163,2",360,4,2008,?pm=P7Qvo8FXmY+Xn9V7gudWuQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Amran Sirait,Kerajinan Gerabah,"20,5","19,69",2,2009,?pm=sqCarsxvr7Dpz+2eTJ3w5A==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Fire Advertising,Percetakan,"54,5",113,2,2008,?pm=cMhqMhbYnl1nRQp1xVcQqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD. Dua Bersaudara,Pengolahan Rotan,"448,5",600,4,2008,?pm=9OsJ1vpQdklqKXuaO5DOuA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD. Sahabat,Pengolahan Kedelai,"107,65","28,5",3,2008,?pm=+/acj4pzcubBI0we+RvRGg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 KENDIS HOME INDUSTRI,INDUTRI KUE,2,"74,4",2,2010,?pm=druYCgHep/imt9BJiuF6Bg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Berkah,Pengolahan Tahu,"83,5",720,9,2008,?pm=J71qgbAo1iUHZIHzj9pKqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Es Kusuka,Pembuatan Es Lilin,"54,2",60,3,2008,?pm=wpNXilnEp8wjXBrKGbZrxw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tahu Tauhid,Pengolahan Tahu,"620,2",3.600,15,2008,?pm=69rAtd6H9CzgaWkYfCltVw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 MEMBUAT BATA KASIM,MEMBUAT BATA,135,37,3,2011,?pm=yN6LgYtvD9WAUIj7S12N9A==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Redi Collection,Pembuatan Tempat Hp,"325,26","30,24",2,2008,?pm=MNnxRExr9PhDtHt2OOLhkA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 CV Cemara Sari,Pembuatan Cemara dan Sanggul Tradisional dan Modern,114,19,3,2008,?pm=SYYxP5+w+fvfjwjf5H1r3w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Bakpia Pathuk ""97""",Pembuatan Bakpia,124,"525,6",8,2008,?pm=LDa4PMb1G+AxDFhfUmKJig==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Triyono Darso Collection,Pembuatan Blangkon,"54,1",30,2,2008,?pm=59AQwTlbPhFpXoliwbT8Eg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Bakpia Pathok ""447""",Pembuatan Bakpia,"153,5",400,15,2008,?pm=kHi6QQcgKIwhLrXqiWYpMg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Slamet Santoso,"Pembuatan Dompet, Sarung Hp","15,7",240,5,2008,?pm=jofvo7Jm1MIKrdBQMA4uOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Nur Surya Souvenir,Pembuatan Plakat Fiberglass,"205,5",144,6,2008,?pm=kn0AmJ+qnxphsi4/rrXBBw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Anggie Collection,Pembuatan Dompet,"68,9",160,5,2008,?pm=lr0dueIU/mzGSruZ+V5Erg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bakpia Pathok 27,Pembuatan Bakpia,"445,86",864,7,2008,?pm=to8CMGjXTDQDF++tQTNQ6Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Indah Craft,"Pembuatan Kulit, Logam, Batok dan Kayu Batik","420,5",900,2,2008,?pm=c+r+R8LGVxGZdJRu+LxkYA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Neurol Param Kocok,Pembuatan Param Kocok,"271,1","10,8",6,2008,?pm=8Zu7f7zIMaz9lefUoElB4g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Kipas ""Saryoto""",Pembuatan Kipas,"122,7",96,4,2008,?pm=/o/5zPTEd8A39bURLdstWw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Bakpia Pathok ""39"" Arrokhmah",Pembuatan Bakpia,"38,5","153,2",8,2008,?pm=R1IPdjIVD0YjqIYId34kYQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Bakpia Pathok ""716"" Annur",Pembuatan Bakpia,"148,55",1.000,7,2008,?pm=qvzu7sHhxgwtlE2GYtvUlg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 RR Collection,Pembuatan Kaos,"67,35",42,7,2008,?pm=kH4GPbHxaFK3eFVOKvFj4A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Marlan Kulit,Pembuatan Sandal Kulit dan Kayu Batik,87,270,7,2008,?pm=ybg6ehT03aRtanwvTZUhVg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kuncoro Leather,Pembuatan Sabuk / Ikat Pinggang,217,720,8,2008,?pm=I9D3C0FkxTBikMat716BAA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sumarlan Handycraft,"Pembuatan Accesories, Gelang Kulit","119,5",114,35,2008,?pm=zN6P9bYNQi3A9v4RUhm8Qg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Qik!,"Pembuatan Tas, Dompet, Kaos, Sarung Hp","11,1","14,4",2,2008,?pm=2zTwU4hOF0szavugXG3ymw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Arum Saban,Pembuatan Rambak Cakar,"25,1","25,92",6,2008,?pm=iNjvS6NFqtM5OYBIpOr0AQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bakpia pathok 694,Pembuatan Bakpia,"114,3",240,7,2008,?pm=2aG/shbiuMWwNcQgD292ZA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Lentera,Pembuatan Lampu Mancung (Pelepah Kelapa),94,135,15,2008,?pm=HPHx2Ezr2f9fjqL0FN8yFg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 HWDW Craft,"Pembuatan Tempat Lilin, Vas, Burner","41,35",72,12,2008,?pm=Y2UC3zwYE/KD6ziwXgpJIw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Hery Craft,Pembuatan Tas,"12,04",63,2,2008,?pm=iMIdoq6OxvUbq6MH6NzoOg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Walidi Craft,Pembuatan Miniatur Becak dan Sepeda,"299,5",600,18,2008,?pm=HUAojDHk3U22X0Vm69zvbg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Yoga Craft,"Pembuatan Bingkai Cermin, Bos, Pigura","162,75",60,6,2008,?pm=eA9fi9pm1xkvpQrq50UmMA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Bakpia Pathok ""73""",Pembuatan Bakpia,"72,2",300,13,2008,?pm=5O4DPAvm0rTwPTHFxNaDjw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Junjungan Souvenir,Pembuatan Plakat,"30,4",90,17,2008,?pm=us4eqc7LBPNV1VqlJudA+A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Insiji Kreasi,Pembuatan Souvenir Batik,"16,2",18,3,2008,?pm=2sEKZ2L7WT4V/9FM5hxWMA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Wanda Collection,Pembuatan Dompet dan Gantungan Kunci,"24,55","30,6",2,2008,?pm=zJjQQARm5Qvs32la1rtXFQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sabda Mebel Rotan dan Bambu,Pembuatan Keranjang Buah.,1.269,400,9,2008,?pm=217Di3GdxahBIMOtiYFO8A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Arief Souvenir,Pembuatan Fiber Glass,"820,25",120,15,2008,?pm=NheVe/F/rOD6xo1sw7oerA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Yatins Silver,Pembuatan Silver Filigree,"33,6",18,15,2008,?pm=/wgXhVDMynmp0z60LdAMtA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Cv Jasa Bageur,Pembuatan Tas,160,600,11,2008,?pm=DPTZ6l7YRN4EACTYv+aCkw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Omas Saputra,Pembuatan Keramik Hias,728,600,15,2008,?pm=9X1sGJ15R8LSxkFbA01ZCg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ujang Juhria,Pembuatan Tahu,162,1.200,11,2008,?pm=3gtWd2jWk/FzBrifbNSxLA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tulus T-Shirt,Pembuatan Kaos,252,300,7,2008,?pm=mF0s8YFkQbIKOFhH+y9Fwg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Roti Alani,Pembuatan Roti Kasino,282,525,16,2008,?pm=Si3T6W2jndCSkrGQab9YEg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kiansantang Indopratama,Pembuatan Cetak Pamflet & Undangan,"96,58",120,8,2008,?pm=3m2ch2nJC6WPm1diQC4A7Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Asri Art Kriya Sulam Pita,Pembuatan Sulam Pita,"339,5",108,6,2008,?pm=tzk6HDK+V0nI8JXMbyAwiA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
