Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor
 RM Berkah Jaya,Rumah Makan Tegal,"73,7","23,5",2,2008,?pm=NnfszpjrV/hOOB1thFNn1g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kedai Jajanan Faiz,Makanan,15,120,1,2010,?pm=zT4s0bewdpSzFmMB6m2dmw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Kelontong Saymsu,Warung Makanan/Minuman,"192,5",126,2,2011,?pm=ltmFfQ9Quwhzox93IsW5dw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warteg Asrofil,Warung Makanan,"18,5","258,77",3,2011,?pm=NOs2EsF9+jWxptoozhEcvA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Makan Matang Tumini,Rumah Makan,"246,25","348,48",3,2011,?pm=GMMFjSTaHg9mI3ranPuhFg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Sunda Ibu Wawan,Rumah makan warung sunda,"12,4",96,2,2008,?pm=Hh93TDDvvzr/Ld7/y876pA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Nova,Rumah Makan,6,176,2,2008,?pm=6L2dFPxzfpKZvXFImN+Hgw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warug Mie Asbi,Rumah Makan,3,71,1,2008,?pm=EJHimeTSlUKrb4Rc5i7v7w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Toko Husin,Rumah Makan,43,795,3,2008,?pm=lijg2fXtqzy7CttYJ0t0Mw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Toko Maria,Rumah Makan,26,365,3,2008,?pm=YAvZby/MhdkjIhQEI7bukg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Apung,Rumah Makan,18,690,3,2008,?pm=u+5ObNeBdm1y2jp8Ex//qw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Toko Jerry,Rumah Makan,43,750,3,2008,?pm=BRcnwQVJqFeQlxbl7MdUNA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Toko Ayu,Rumah Makan,108,1.080,3,2008,?pm=cZ67frgzTcVo6Ja4jAgbww==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Pecel,Dagang Pecel dan Soto,25,108,1,2010,?pm=HXyIJBerSJSUiT9TS0IhhA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kantin Sekolah,Dagang Nasi Uduk dan Lain-lain,2,99,1,2010,?pm=LMyzQqG9Am8302opPRt1Zw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Ketoprak Karnoto,Dagang Ketoprak,3,198,1,2010,?pm=ppSwMnru9igeB/xgEXQs8g==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Mbak Laukah,Rumah makan siap saji,"8,5",160,2,2008,?pm=aM/2XyWXFBosuhdmgnkSyw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 ES Dawet Ayu,Jual Es Dawet,8,228,4,2010,?pm=RuAQE1Q8zjh7WiZ1vWqitw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 GORENGAN,GORENGAN/MAKANAN RINGAN ,1.040,2.200,1,2013,?pm=SxxpttBLyrA527iG2o716A==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 RM Chicken Katsu,Dagang makanan dan minuman,"31,7",25,2,2008,?pm=hrE/Zu91qBQA3RJjB97DXg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 RM Dan Steam IO Jaya,Rumah Makan,35,"64,4",2,2013,?pm=paPSTMj24mWWXCHM+ovBTQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Makan Ratini,Warung Makan,"166,5","76,8",2,2011,?pm=GFFMXPUMtT9vBwrUK5UEwQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Makan Masni,Warung Makan,192,60,2,2011,?pm=Z78Tm84kB+S1zRNozsloBg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Romlah,Rumah Makan,"19,2",0,1,2008,?pm=yl8MUmHUAnPiAM8mO81PXg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Rahimah,Rumah Makan,"1,55",0,3,2008,?pm=B3i/3qxNOMZ6lTJSf1Rh8w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Witriah,Rumah Makan,"0,75",0,1,2008,?pm=wcFYuRlR34OKsY9CbM5SyA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Usaha Mie Ayam,Mie Ayam,"2,4",180,2,2012,?pm=fo46LDfM6x2QAm1abB1ffQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 PENGINAPAN RAHMAT ,PENGINAPAN ,1.350,92,3,2012,?pm=B5J/nct78APWNhyR0Zcuiw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Warni,Rumah Makan,"10,9",12,2,2008,?pm=FqoBbAmESOTcHcwXuIfR/g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Maulina,Rumah Makan,"12,5",12,2,2008,?pm=VsH6Wx5uwoabdHAQ58LmPg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Zainudin,Rumah Makan,"10,3",12,2,2008,?pm=tvFkzt4d+pQ2848PU6xY1Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Ratna,Rumah Makan,"13,8",12,2,2008,?pm=F6LUR9dN8PJ0dhY8RnEnhA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Amalia,Rumah Makan,"10,5",12,2,2008,?pm=jRwEWpfnPFUywZf7rA6Lmw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Zaini,Rumah Makan,"11,4",12,2,2008,?pm=a0oJ2WoGvcaq9rA0RXROvQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Ari,Rumah Makan,"11,2",12,2,2008,?pm=CYBKxe4ZLJ2Te+Z0Mvmx0A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Akhmad,Rumah Makan,14,12,2,2008,?pm=nTIZPH3eVCcn5mNgLtGNYQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Bariah,Rumah Makan,12,12,2,2008,?pm=aEOSarcaOopE3y8AnZw1wA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Muslimah,Rumah Makan,"12,5",12,1,2008,?pm=xk8b7aY9dGhBiHQr7pnWjA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Yana,Rumah Makan,"10,75",12,1,2008,?pm=C7yy56fW5/FFbaq/Ys5Ojw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Aditya,Rumah Makan,"12,5",12,2,2008,?pm=cvKQ/9j/Fxvjlpjq/2Zkjw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Eva,Rumah Makan,"12,5",12,1,2008,?pm=Gea2dEXEqi6gCFnuob9ADA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Ridho,Rumah Makan,"16,5",12,2,2008,?pm=a7ES+pxlbnzEoXYDENG4zQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Erna,Rumah Makan,18,12,2,2008,?pm=juam+dFP2fTc1A+rkcsktw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Toko Linda,Rumah Makan,"16,25",12,5,2008,?pm=AZWfvCnGaoJ3/Dkj0vqj9w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Rizki,Rumah Makan,20,12,4,2008,?pm=NfjkKlAJWUyPSrN6vhoO7g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Toko Beras  Zaimah,Rumah Makan,"13,25",12,4,2008,?pm=uIKHcXGDMCtpUExM7bi3tQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Nasi Goreng Embah,Nasi Goreng,47,12,2,2011,?pm=AHMwNdc/fGWn9UBrD8AxlQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Riza,Rumah Makan,22,12,2,2008,?pm=8jls8IB82FZvJxpZblSjXA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Soto Lamongan,Soto Lamongan,"14,2",216,1,2011,?pm=iV/t2ijjpk03bkKP0yZHdA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 RM Chicken Katsu,Rumah Makan Sate Kambing,"31,7",25,14,2008,?pm=7ldENF8W9Y3ud7/7ubzJfA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Ira Furniture,Rumah Makan Tegal,1.073,150,4,2008,?pm=vnxFTT+mzFKB2URsYcXsnQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Dagang Nasi Goreng,Nasi Goreng,"21,5",102,1,2011,?pm=5KEC7eyHwgsJZaJyV2zoZA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Nasi Syafira,Rumah Makan sop iga,724,"32,25",5,2008,?pm=SCPC6J4VI7ikFOKs+zerPw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Ojolaly Bakso & Mie Ayam Ceker M 3,Dagang mie dan bakso,35,25,4,2008,?pm=Ab8IWkIw5JvzFCIOzAqvJQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 RM Minahasa Manado,Rumah Makan Manado,73,"52,5",6,2008,?pm=kBspIIZQ25xKVXsS1yrXvQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Restoran & Seafood 99,Rumah Makan bakmi 99,35,"35,25",4,2008,?pm=GF5yUn1YWM1EtT/TNMW71w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Bakso Solo Baru 2,Bakso Solo Baru 2,34,76,1,2013,?pm=ggiai+6tjYznNsGM2ztbag==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Usaha Dagang Popcorn,Popcorn,"85,2",72,2,2009,?pm=RfnR0cs86HqCqiL2z1foTQ==&mp=2BbfzMJpZb2nANZ3GT30ng==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Toko Ian,Makanan dan Minuman,331,162,1,2009,?pm=fHV8Om6acdBsOXsJU2E0nA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Ewink,Rumah Makan,"47,47",290,9,2008,?pm=iU5cO9nNTtgaXhznBksLgg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios & Phonesell Zahra,Rumah Makan,35,12,4,2008,?pm=mjc7/9FqanRfSG7VkTCciQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Syafa,Rumah Makan,32,12,3,2008,?pm=pTItGXPkPgDAIKf9C/Ovgw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Toko Alfian,Rumah Makan,18,12,2,2008,?pm=KeBuVGvO5NS1dkfiKUIeuQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Sumber Rezeki,Rumah Makan,"16,25",12,3,2008,?pm=0c+RuVmTCl3bRdVC0UxBmA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Nasi Uswardi,Rumah Makan Sederhana,57,144,1,2008,?pm=cnH7j3o0na71Q02CUaqXpw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 PENGOLAHAN BAKSO IKAN,BAKSO IKAN,"1.008,5",1.050,11,2011,?pm=U4ZhOG0XBUs7Wjq1TkUzkw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Bakso Joko Marino,Rumah Makan Bakso,"9,5",372,2,2008,?pm=rFGDmWxMlyWtn9FAqllDhA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Rumah Makan Ranah Minang,Rumah Makan,"18,4",378,3,2008,?pm=uL7HNRynDFJRk+x/T0IUew==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Rumah Makan Simpang Empat,Rumah Makan Ampera,"49,7",240,3,2008,?pm=u0lOMIlR+whxyW94nP0KpQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Saraso,Rumah Makan Soto,"50,3",396,3,2008,?pm=xhJyeag3SVHv+iEkXWwyOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
" COTO MAKASSAR 88""",Rumah Makan,"166,2",198,3,2008,?pm=kdxnRBRqLhrJOsztrlkobA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Rumah Makan Jerry,Rumah Makan,136,379,7,2012,?pm=eyL5rp2GtS8pxmJ+svTabQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Makan Arfai Indah,Warung Makan,2.375,252,1,2012,?pm=JC1jS9SGYNxqn6kFuSEzbw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Ampera Gumes ,Rumah Makan Ampera,"27,6",185,4,2008,?pm=gjwQ5ALtFg6DOZXHgIEWJw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Pecel Mbah Jinah,Warung Makan Nasi Pecel,240,9,1,2012,?pm=lw4EdB0u6XTNMEexQ6VggQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Brebes Berhias 72,Rumah Makan seafood,12,116,4,2008,?pm=RClCd24vo0/XtgXaket3Gg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Soto ,Warung Makan,"6,5",51,0,2009,?pm=yvrZmRaHsgNRjZh7DnLzdA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 BAKSO CAK MIN,"BAKSO,NASI GORENG","451,73",252,4,2011,?pm=AHOxQm++9SYak2zEkMD3iA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Toko Benny,Warung Nasi,34,"37,5",1,2009,?pm=+KpUzGQcU/AA6wKbuS30ig==&mp=2BbfzMJpZb2nANZ3GT30ng==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Makan Bu Yanti,Warung Makan ,"158,68",108,3,2009,?pm=x86xd48CN7Y55B+Vf7A7/g==&mp=2BbfzMJpZb2nANZ3GT30ng==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Soto Awisah,Dagang Soto,"8,7",6,1,2011,?pm=ZIxNdtTOt52ysXZqo18g+g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Mie Pangsit Uncu,Dagang Mie Pangsit,16,207,2,2011,?pm=iFnRXn/J70rMDlfelJPwRQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kupat Tahu Keningan,Dagang Kupat Tahu,4,"43,5",1,2011,?pm=XTkST53/6w2ERnSxGrLGMg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Bu Kadir,Rumah Makan,"15,63","99,7",2,2008,?pm=a79/gBpyKakgVgPhHPBiOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kue Basah Hismayani,Kue Basah,0,0,2,2012,?pm=qeOeVWmAdQ7qIRpv3Gjk9w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Sate Tegal H Ridwan,Dagang sate Tegal,50,130,10,2008,?pm=zHLPItGK0oMRo29L0P7vaA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 RM Pondok Betawi,Dagang makanan dan minuman,67,600,15,2008,?pm=S6P1o7FG6oO9hjk4AXcRqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Kopi & Indomie WB 1,Dagang makanan dan minuman,"61,5","22,5",2,2008,?pm=QT4rNJ10vSN7id5SXc7gDQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Lacone The Cafe,Dagang makanan dan minuman,850,"22,25",3,2008,?pm=rO8DQjW09CpG5ZIeHzoyQw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Cafe Takana Juo,Rumah Makan Mie Goreng,"58,5",252,5,2008,?pm=0viLjYiZODAhwJIF1CUDtA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 BASO WAHYU,Baso Wahyu,15,248,2,2011,?pm=4bl9N00GyCglDjJev4rxQA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kantin Nyi Cola,Makanan,"36,25","252,72",1,2014,?pm=o3f0g4mDSSphlEiw0f6nzQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Putra Mandiri,Nasi Goreng,27,54,1,2014,?pm=A0Hx7/iZRpYVtiLsou5EUw==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kedai Kopi Anugrah,Kedai Kopi,687,126,1,2015,?pm=W855N2kPEEhlhxhp/YmxXw==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Rumah Makan Family,Rumah Makan,"185,5",76,4,2011,?pm=ygcH+VS4MNoKCIGbeQeU1g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Bakso Rahmad,Bakso,46,25,5,2009,?pm=gz84cFFlvFEHpRcsUv2ywA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Kopi Mawar,Warung Minum,7,171,1,2013,?pm=zxa+kSKl+v9ByiQiahYUPQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Makan Campursari,Warung Makan,6,110,2,2013,?pm=r7ZLzIQ0j/KV6xjtOeg5Eg==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Ndeso,Warung Ndeso,93,192,4,2013,?pm=ThGjm4kPPOEKAY0CoKUCxQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Lontong Tuyuhan,Warung Makan,10,185,3,2013,?pm=kWzK059bsWidQ4v2/gRxPA==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Lontong Tuyuhan,Warung Makan,253,537,2,2013,?pm=gFPCzeDk7X0rdv7xnj4/ew==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Putri,Warung Kelontong,"8,3","28,8",1,2014,?pm=dHubv3ipHzrZiwsIx14chA==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Ampera Tarana,Warung Ampera,10,"345,6",1,2014,?pm=u3PF8547zWfR1Dn49UYkEQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Nasi Bukde,Warung Nasi,6,216,1,2014,?pm=ySir6VELo1L2aaPj2BYDAw==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Rumah Makan Salero Basamo,Tempat Makan,84,120,3,2014,?pm=UYiNXvteRnOfn8uCRSkMuQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Bubur Ayam Dan Miswan Budi,Bubur Ayam Dan Miswan,"9,5",75,2,2014,?pm=I6KESi94Y+Ghj9J/Esxd/g==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Sa-Tex,Warung Makan,35,"12,15",1,2015,?pm=MFpId78pYLLC+DVms7ioZg==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Sate,Warung Makan,35,"12,15",1,2015,?pm=0LsEsu9/CDbnqW+Hm+xo6A==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Depot Bu Joko,Warung Makan,"231,8",204,2,2015,?pm=wDnMdX+hAOc3GRFMlk+mog==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Toko Klontongan Suharto,Toko Klontongan,"40,25","7,2",3,2015,?pm=dQVfCM2baUyU2f4GWCR1yw==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Bakso Dan Mie Ayam Dini,Bakso & Mie Ayam,23,60,1,2016,?pm=yuDcOwtJI93rz50/EiqHGQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Prasojo 2,Ayam Bakar & Ikan Bakar,17,48,1,2016,?pm=WddQQ9iDR85BCrbWZ/QsNQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Teh 2 Daun,Teh 2 Daun,"3,8",120,1,2016,?pm=MFkC5IDg07HFP1YndI5s3g==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Hisana Fried Chicken,Ayam Goreng,"3,35",120,1,2016,?pm=Cu4UG9WplokXuVFHRnbdBA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Takasimura,Tahu Bakso,"34,93",60,4,2016,?pm=kyLfdIPby4Rw7d7J8nl4eA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kos-Kosan H. Andi,Kos-Kosan,"333,6",300,1,2016,?pm=lEfXbtXco46hZTVxUJbUjw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Narti Coffe,Coffe,"7,19",24,1,2016,?pm=Swqbd1EUw4r0Ih72BMnhZA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Ria,Menjual Minuman Dan Snack,70,216,1,2015,?pm=3+0lXiH4QtfgwPIsAFRoiQ==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Nais Kuning Mama Lusi,Nasi Kuning,"23,3",39,2,2015,?pm=tpZigzFy1T126FIKDKui8w==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Lamongan,Warung Makan,"9,8",540,1,2016,?pm=d+NTcNeUYuZcBUJi9NVywA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Barhan,Kuliner,"206,5","48,9",3,2016,?pm=lV0iFSl/zXJZgByfeOzG4A==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Bakso Sabar Keliling,Bakso,"1,5",36,1,2016,?pm=zEpn7rWGvnV7YMFyiZpfBQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
