Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor
 PONIRAN,PERIKANAN,68,0,2,2011,?pm=pu899qcxJK35okVgNd4/qQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 UNTUNG,PERKEBUNAN,82,7,1,2011,?pm=a9BPDMEcUrKp2bO0EwCmHg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 BAYU SEPAKAT,PENANGKAR BIBIT KARET,34,13,2,2011,?pm=/IRDLK1wIQE4fzSuntP2VA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 SLAMAT,PENGUMPUL SAWIT,279,2.117,4,2011,?pm=cGTCf+iEXbcTUAzKxihyVA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 RUSMINI,PETANI PADI,123,60,3,2011,?pm=P40cllRsEwrpHrZduw0e5g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 JONI AFRIZAL,KERAMBA,10,120,1,2011,?pm=lv91cYcQxWy15TOGggJjyw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 YULIDAR,TERNAK LEMBU,121,67,1,2011,?pm=vUcNLeluNdOVhKP3M9aPkQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 ZULKIFLI,KERAMBA,16,120,1,2011,?pm=VlDVBNeQyXNIBzn9HM61/A==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Syafruddin,Kebun Sawit,75,26,3,2011,?pm=njS+IZ6rQKHrnpgIW+Kikg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Abdul Latif,Lembu,51,300,1,2011,?pm=2Qr/0YHGfJaKzf5BSmbamg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Kolam Pancing Wisata,Budidaya Ikan,873,26,13,2011,?pm=tEHbkU1NOS7DiSRSsrs7QQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Darfit,Kambing & Ayam,77,64,1,2011,?pm=SEreaHWFeQutwEa9KgX3yg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 KOPRA SAMAN,Koprah,"20,5","86,4",5,2011,?pm=tq2zUWvCwpDxBRJd96LByw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 PERTANIAN PADI/SAYUR MAYUR,Tani,45,72,10,2011,?pm=XcEqGYSsNwnjoUaXJhGT3Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 John Ripuasaa,Pedagang,10,"133,75",1,2011,?pm=5vcpeT+gRRglVRffyJ+79Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Petani Karet Lukas,Petani Karet,189,36,1,2012,?pm=1xHSJ3+PktoMpn+NgMoqLA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 Maritje Ferdinandus,Perdagangan,8,"133,75",1,2011,?pm=7sAi8wVmwhk9wSDuG/+42A==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
" Jamur Tiram "" Waryanto """,Budidaya Jamur Tiram,8.040.000,"15,12",0,2011,?pm=o8zb2v2AqR/1lRRr3Y3wMg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Usaha Pembibitan Pepaya Bp. Suwadi,Pembibitan Pepaya,53.300.000,6,1,2011,?pm=afAijuU0UG2o/fHMnSP0bQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Usaha Peternakan Sapi Perah Bp. Sartono,Ternak Sapi Perah,229.500.000,"39,36",1,2011,?pm=8vWGAL6cpVNNZMbTZXwVuQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 BIBIT KOPI,BIBIT KOPI,153,160,1,2013,?pm=RhVF4Ij1aoL12wNn/oqXNw==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 KOPI,PERTANIAN,10.850,260,1,2013,?pm=w1QWZ6oCmqVKo2JABMqShw==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 TEMBAKAU,TEMBAKAU,140.100.000,96.000,2,2013,?pm=j13Z/RH86M+rRJfCHEFoYA==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 KEBUN KOPI,"KOPI,KOL,SENGON",200.600.000,60.000,3,2013,?pm=uIksPzR7S9/O4jv2b4Hwuw==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 KERAMBAH APUNG,KERAMBAH APUNG,100,20.400,1,2013,?pm=95GNFZqmX2AhK4EVz82a/w==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 KEBUN UBI JALAR,UBI JALAR,12.550,3.160,2,2013,?pm=ZwIvdgFfm92M5rlhZPywaQ==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 USAHA JAGUNG,JAGUNG,5.300.000,68.000,1,2013,?pm=Vu6vV+6S+xTKa2tsUr+cqg==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 GULA MERAH,KEBUN TEBU,23.000.000,420.000.000,5,2013,?pm=n7PP4sYAFbAd/5u2e/WuuQ==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 KEBUN NENAS,KEBUN NENAS,9.100,1.280,6,2013,?pm=1K6JxUyD/xIvmN6R2G95uQ==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 Lesye Saknosiwi,Berdagang Ikan,30,"148,75",1,2011,?pm=DriWxYVhU2QNWMNEHIJ0ZA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Roska Nahumury,Pedagang Ikan,"12,5","148,75",1,2011,?pm=rFnsjtF80hQQp6aKenV18Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Friska,Nelayan,162,285,28,2011,?pm=zkP2kGEPKZiF+uww8EXClg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 NELAYAN PAMBOT,NELAYAN,35,124,2,2012,?pm=F+FM8su91cRKvWit4y00Og==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 PETERNAKAN ITIK,PETERNAKAN ITIK,"25,8",36,7,2011,?pm=ah6hIFltJH1vS/D2e3Rkqw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 TERNAK BEBEK RAHMATULLAH,Ternak Bebek,46,"60,48",2,2011,?pm=BQTO3j9R9XWj09rLhscS6g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 PENETASAN ITIK,Penetasan Telur Bebek,"60,3","57,96",1,2011,?pm=kYIWJlyw6f2ZqQUrNQxjMg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 BAROKAH,Ternak Bebek,"23,5",18,4,2011,?pm=efHz7DM6LaC3Wu3RwzXK2A==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Wahyu Jamur,Budidaya Jamur Merang,16.250.000,"33,6",1,2011,?pm=DrepRHj0A58XglmL5scbrg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 PETERNAK SAPI,TERNAK SAPI,240.000,180.000,2,2013,?pm=St5LoWuewn7ZOJPH+gcGPw==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 PETANI KOPI,PETANI KOPI,82.200.000,20.000.000,5,2013,?pm=Lt6XAwuMSdphBzRGiJ/1sA==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 KEBUN JERUK,TANI JERUK,78.200.000,18.000,2,2013,?pm=AfNYg7CTVkdz/tDvdK0BbQ==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 KEBUN KOPI,KEBUN KOPI,21.020,5.200,2,2013,?pm=anP0cjzWa0ETvBIzru/Axw==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 Petani Sayuran,Bertani Sayur,167,144,2,2010,?pm=MLR5jWNjgnMVfGZf3Va7Ww==&mp=JHuIBacQ7Iz+a8xx8lclUA==,"Pertanian, Kehutanan, dan Perikanan"
 Ternak Ikan Lele M.Yusuf,Ternak Ikan Lele,36,38,4,2013,?pm=NRvZbD8ATqKaSd+SEdJPIA==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 PAMBOT TWO BROTHERS,NELAYAN,34,124,1,2012,?pm=et9GF+6wo84uUcL45NrXdw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 KARYA BAKTI JAMUR,Jamur Tiram,"14,47","16,2",4,2011,?pm=wksi8V8nGXQTN/Hg+GzH4w==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Usaha Ternak Kambing Pak Muji,Pengiriman Kambing,"83,3","33,25",13,2011,?pm=N6TRxKiJlo5Ef5wa5TGMww==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 NURI HORTI,HORTIKULTURA,1.492,360,7,2011,?pm=DRwjNg5eAaaujp/6u+wnbg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Peternakan Puyuh,Peternakan Puyuh,268,180,2,2011,?pm=uUrI/mfBAZF9X1LKOiq7TA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Afrizal,Tani Tembakau,"32,5","20,75",1,2009,?pm=SdyUiLNXA9OPh3Fb6aogLA==&mp=2BbfzMJpZb2nANZ3GT30ng==,"Pertanian, Kehutanan, dan Perikanan"
 BAROKAH,Ternak Itik,235,471,9,2011,?pm=QoPPsE8nArKYkSAqAIyy9w==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Karsun,Penjualan ,98,445,1,2011,?pm=FsUSVqUZwSNnUF/BZwqD+w==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Yono,Perdagangan Ikan,87,317,1,2011,?pm=2DBrfUZ8Hshzn4BJgONstw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Lili,Perikanan,29,19,1,2011,?pm=a3xv7Um/6aHaKkRSyA981w==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 The Victory,Ternak Ayam Potong,77,480,1,2012,?pm=oVwYXKY3YRmbqN62nIxvYA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 ASRI FLORIST,Bunga,"25,9",100,2,2011,?pm=uOnkcVq01om0o4Et6d4LQg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 Peternakan Itik,Peternakan Itik,44.000.000,266.875.000,4,2012,?pm=VNthk4cA2FJbOIo2iuBJGg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 Aneka Unggas,"Pakan Ternak, Puyuh, Ayam Dan Itik",2.213.000.000,48.000.000,3,2012,?pm=SxlgOi1jHPTidIg1a/KArg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 PENJUAL SAPI GDE SUDIASE,JUAL SAPI,91,196,2,2013,?pm=p4JM5XcO+QUGHCN8VepLnA==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 SUDIRMAN,JUAL AYAM BANGKOK,26,51,3,2013,?pm=28IhvfB6ICZ6+UpkZwbbAg==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 PENAMPUNGAN HASIL BUMI DOMINGGUS ,JUAL BELI KOMODITI HASIL BUMI ,214,3.432,7,2012,?pm=0HPdoDLRoxq58linyXCiEA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 PAMBOT TOLHAM,NELAYAN,135,80,1,2012,?pm=V+IYIrniZx6cRDetFT5rQQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 Tuah Bintan Stand Bu Ida,null,0,0,3,2012,?pm=sd7H8zs1JwcH9OK/NhaZjg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 I Water,Depot Air,0,0,2,2012,?pm=A/1W9+3/Un/7PBlPGl9htg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 TOKO SRI WIJAYA,Beras Dan Sayuran,89,600,3,2011,?pm=NlDG+tr8uWSJBncTyO62YA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 WARUNG NURDIN,Kelapa,11,148,2,2011,?pm=O09U8QKrQ/M2Ko0vEaGksA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 WARUNG IBU KIBTIYAH,SAYUR MAYUR,"11,9","115,2",1,2012,?pm=l6L+jSdkCVRs4PCjgMUY3A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 Ternak Ikan,Ikan Mas,98,"43,5",2,2012,?pm=wvikceCfJvbg7F0kGqPtEA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 Bibit Ikan,Bibit Lele,99,"43,2",1,2012,?pm=tOCr2VXlDABcYyZTmpgTcA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 Usaha Jual Ikan,Jual Ikan,"26,3",82,1,2012,?pm=CHdZGY1lvdHXB2Sklb9UHA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 Pengepul Ikan,Pemborong Ikan,"17,05",15,2,2014,?pm=NyjHUfLosfE2B2mpuiXOTA==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Valentinus Bineka,Peternakan Ayam,"68,7",21,10,2014,?pm=pVxWoyzw1K962uuroCrTZQ==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Barokah Jaya,Pengecer Kayu,285,30,1,2014,?pm=AmEx0CB0hY+Uy5isFYbSWA==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Toko Buah Bahar,Buah Semangka,"14,98",126,2,2014,?pm=Zrgj3eC/x/3/G1jx+2lsEA==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Fish Shop,Usaha Dagang Ikan Hias,"14,37",12,1,2014,?pm=1VqrXRNJjepzSlBbaBZ/UA==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Petani Kangkung Panijan,Petani Kangkung,19,15,3,2014,?pm=ti0OCb7VDoHagCCSrytCmQ==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Perkebunan Timun,Perkebunan Timun,36,9,3,2014,?pm=iLyMasDsJrLvEMWchQC9AA==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Amplang Blitar,Amplang Blitar,"71,5",60,3,2014,?pm=rjoizvPnwBFrInEOmzGGCg==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Ikan Lele,Ikan Lele,"372,5",70,3,2014,?pm=X7co7tw962rX09FYTGFZww==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Peternak Bebek ,Ternak Itik ,"181,5",180,2,2014,?pm=osow41O4bjstwPGtJNMoaw==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Peternak Ikan Bawal,Peternak Ikan Bawal,179,"13,99",3,2014,?pm=Ypey1wvTW7Dxo4AH1khn0A==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Sawit Rita,Sawit,"171,5",10,2,2014,?pm=aLNK2BimaG5gM+gCWWXS8w==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Jamur Tiram Bapak Sujo,Jamur Tiram Putih,72,49,5,2013,?pm=MSC0/kuY7lJToJyzDGlQ+A==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan"
 NA,Peternakan Babi,22,176,2,2011,?pm=SkDXQNIB2xIODghJKy4nbA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan"
 UD Usaha Tani,Bibit Tanaman,395,250,10,2012,?pm=MZwK8MxMo25W9diH4/ZCeA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 Kebun Bengkoang Dan Kacang Panjang,Bengkoang,13,402,12,2012,?pm=PkfKI5UErkBEkyizF7P8RQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 Kebun Pepaya Slamet Riyanto,Pepaya,19,314,5,2012,?pm=UZjf+3Nc5mJ3iiC6okNRnQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 Warung Maimunah,Toko Kelontongan,"67,15",144,0,2012,?pm=cKrRdErEUQV/FY/rYnIdnw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 Bandrek Seran,Bandrek,0,0,1,2012,?pm=6qSIXAe2FXHSkx4JaHGCig==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 Pulanglah Uda,Ternak Sapi,1.070,4.640,3,2009,?pm=y8mPTr1nKoFBhoDoCwoC/g==&mp=2BbfzMJpZb2nANZ3GT30ng==,"Pertanian, Kehutanan, dan Perikanan"
 Usaha Tambak Ikan,Tambak Ikan,"131,5","7,6",2,2009,?pm=69GFyG3tHFCUA9AC6Oea8A==&mp=2BbfzMJpZb2nANZ3GT30ng==,"Pertanian, Kehutanan, dan Perikanan"
 Kolam Pancing Amir Khan,Kolam Pancing,345,48,1,2014,?pm=zWbDfN00lCBQI3YfvJIGWg==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Jennah Ikan Asin,Produksi Ikan Asin,"60,85","9,5",3,2014,?pm=Xff5i7/pkokJGK9ZzH2oDg==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Petani Astuti,Petani Cabe,"53,5",18,2,2014,?pm=aDelWC1w7tg1Zt/vRWxbiQ==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Naimah Ikan Asin,Produksi Ikan Asin,"28,47","5,9",1,2014,?pm=LNTCwrx7duPolSpHLtx9NA==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Usaha Sagu,Sagu,"106,8",18,3,2012,?pm=PrMJTTmqR/vr+Q1JlhrXpg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan"
 Petani Kangkung,Perkerbunan Kangkung,"23,75",27,2,2014,?pm=N7zXc+8btApmMZSVKmnMXQ==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Perkebunan Terong,Perkebunan Terong,"27,6","13,5",2,2014,?pm=pUMJFxcIgJXD+QEmmGxIQA==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Petani Bayam,Pertanian Bayam,"28,5",60,3,2014,?pm=5NtSHUCprlGhbzN6b3Mh/g==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Peternak Bandeng,Peternak Bandeng,"144,5",25,2,2014,?pm=4OTh+34slPO8lC5XbafTGg==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Krupuk Unyil Agnes,Snak Krupuk Unyil,"16,67",6,1,2014,?pm=myAxSfIrzOKfQVjzWWaMgg==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Budidaya Jamur ,Buduidaya Jamur Dan Pembibitan ,"78,5",198,5,2014,?pm=QdU/t35Sy+kQHz1u9asOBw==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Budidaya Ikan,Budidaya Ikan,237,384,1,2015,?pm=IAwbU7dvnhY1J2/teMxdbg==&mp=Q47xnX4Fmgxfelhgew2rrQ==,"Pertanian, Kehutanan, dan Perikanan"
 Kebun Lada Syahril,Penanaman Lada,67,"59,04",1,2016,?pm=f+inK/T00Wzn6Wn3Z3pJiQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,"Pertanian, Kehutanan, dan Perikanan"
 Kebun Lada Zumardi,Penanaman Lada,111,"61,5",2,2016,?pm=TBpbi4waAJEjyPaLwPpqCg==&mp=5JdvraNzQnzSzI+hC9alEQ==,"Pertanian, Kehutanan, dan Perikanan"
 Perkebunan Salak,Perkebunan Salak,5,6,1,2015,?pm=SpT96xtlRKY+052jn+VicA==&mp=Q47xnX4Fmgxfelhgew2rrQ==,"Pertanian, Kehutanan, dan Perikanan"
 Kub Berkat Usaha,Nelayan Tangkap,391,"184,2",20,2016,?pm=AYXfoJ9UMxTZU1D2YQtrYw==&mp=5JdvraNzQnzSzI+hC9alEQ==,"Pertanian, Kehutanan, dan Perikanan"
 Kub Rizqi,Nelayan Tangkap,"572,8",26,22,2016,?pm=V0Pw1AviBlsRaod9C5ijLA==&mp=5JdvraNzQnzSzI+hC9alEQ==,"Pertanian, Kehutanan, dan Perikanan"
 Kue Darma Rini,Industri,460,"518,4",3,2016,?pm=JPw1+3kRXXI88dULWxNPjA==&mp=5JdvraNzQnzSzI+hC9alEQ==,"Pertanian, Kehutanan, dan Perikanan"
 Pedagang Ikan Keliling,Pedagang Ikan ,"22,15","59,31",1,2016,?pm=4iKarirFhKL88+WTw1ZRnw==&mp=5JdvraNzQnzSzI+hC9alEQ==,"Pertanian, Kehutanan, dan Perikanan"
 Watawa Sau Bil Haq,Nelayan Udang Mantis,"456,8",96,20,2016,?pm=KjjwUIxRjM6N3WA9FOGgpQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,"Pertanian, Kehutanan, dan Perikanan"
 Pedagang Ikan Keliling,Pedagang Ikan ,"22,45","59,31",1,2016,?pm=ymD5aID18urzpjpq0g18cQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,"Pertanian, Kehutanan, dan Perikanan"
 Petani Padi,Petani Padi,170,"40,5",2,2016,?pm=4k35RvqZyk1SVtgNYy4P2Q==&mp=5JdvraNzQnzSzI+hC9alEQ==,"Pertanian, Kehutanan, dan Perikanan"
 Kebun Lada Rosmina,Pertanian,65,"49,2",3,2016,?pm=6wPPhUi3AXTeMrZxwR70nQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,"Pertanian, Kehutanan, dan Perikanan"
 Kacang Panjang Dan Cabe Rawit Marfuah,Pertanian,336,78,2,2016,?pm=eYQ8Srg0rcxQxJIxUv6THQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,"Pertanian, Kehutanan, dan Perikanan"
 Pepai Santoso,Penampungan Ikan Tawar (Pepai),173,360,5,2014,?pm=VZreOoqZtjUQrZ8CZiNz4A==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Kayu Api Ibrahim,Pengolahan Kayu Api,6,48,1,2014,?pm=qbQVtUp2uJH7rXM4KL+kfQ==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Madu Asli Alami,Madu Lebah,18,60,2,2014,?pm=Rq4O+XRFnyWex+w28QvA6g==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Pertanian Soukin,Pertanian,1.026,520,2,2018,?pm=j3hlRk3PiYc7tQs0ik9AXg==&mp=tFF9KAXBbci/UefzhiAg3g==,"Pertanian, Kehutanan, dan Perikanan"
 Pertanian Radi,Pertanian,"26,2","18,2",2,2018,?pm=0+0BLqwHyuE7m9swUQxaaw==&mp=tFF9KAXBbci/UefzhiAg3g==,"Pertanian, Kehutanan, dan Perikanan"
 Perkebunan,Pertanian,174,143,2,2018,?pm=tk1Y9q9tBiL5Q0Y27ik7+w==&mp=tFF9KAXBbci/UefzhiAg3g==,"Pertanian, Kehutanan, dan Perikanan"
 Sutrisno Dagang,Perikanan,"7,3","6,5",2,2018,?pm=W9lnqtRDt3ErFuoFXooqUA==&mp=tFF9KAXBbci/UefzhiAg3g==,"Pertanian, Kehutanan, dan Perikanan"
 Ubi Daun Samsinar,Singkong Daun,537,75,2,2016,?pm=Fb1kcpBcYXT6rKYviqEuCA==&mp=5JdvraNzQnzSzI+hC9alEQ==,"Pertanian, Kehutanan, dan Perikanan"
 Kebun Sawit Cici,Perkebunan Sawit,143,360,4,2016,?pm=GjME0bQ0evf6cnPBrwMCVA==&mp=5JdvraNzQnzSzI+hC9alEQ==,"Pertanian, Kehutanan, dan Perikanan"
 Toko Pakan Ternak,Jual Pakan Ternak,"1.498,5",48,1,2014,?pm=SSdHwiXEr92C2s0NpU/MtQ==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
 Nasi Gemuk Poniah,Nasi Gemuk,"2,5",90,1,2014,?pm=RBXEaVzrS8/QlB6j8xCikw==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan"
