Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor
 KIOS DIMAS,JUAL SEMBAKO,56,93,1,2011,?pm=7u9MAgtsTzM7rp3pPwchSg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Mulia Jaya,Toko Mulia Jaya,590,2.900,2,2013,?pm=dlWi9dCAeFqzMRoSRlbJyw==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Calvi,Dagang Campuran,1.015,3.510,4,2013,?pm=kCcADRS1iQTCfwMa0h8vOg==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bengkel Sarjono,Bengkel Motor,30,60,0,2009,?pm=JjmJBZRZd682z9rvrGg9+w==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kopi Bubuk,Kopi Bubuk,56,162,2,2009,?pm=OQsQuPA5DTNLmLC640W4wg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Pembuatan Kacang Bawang,Pembuatan Kacang,66,72,1,2009,?pm=IF2JCTJSt4b6f9873DvZBA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Dhika Cell,Counter HP Dan Pulsa,117,204,1,2009,?pm=NASVllXFRvS5pvfrKXxy+g==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Manisan,Warung Manisan,14,156,2,2009,?pm=53t2TmOQgpnyuiSdEWCWUg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Ajok Cell,Dagang Manisan Eceran,"84,15",72,2,2009,?pm=MMY+PHgjnZa3lljZrcBa0Q==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Rokok,Dagang Rokok,105,36,1,2009,?pm=T5Ax2uiqmQXVYoii4Nm6Lg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Nora,Warung Manisan,30,48,1,2009,?pm=1bRlGAYwjiw03eAXYq5gLg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Winsi Cell,Counter HP,195,204,1,2009,?pm=4XYECDYNBrTv1vizaEIRZw==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Tambal Ban Tubeles,Tambal Ban,"66,5",25,1,2009,?pm=o/enYui6Jy6mKPwW86qk/g==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Klontongan Mulyadi,Toko Klontongan,68,54,1,2009,?pm=goHwlXqRY6tAqYEmOnIaBg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Mawar,Dagang Campuran,30,72,2,2013,?pm=X4/1yUfCAxoXWAtlm/yFyA==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Berkat,Dagang Campuran,2.000,4.865,10,2013,?pm=3GNnAO5UUCs/5EDqYFpnlg==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 CV Anugerah Jaya,Sembako & Bahan Bangunan,"1.099,5",3.072,5,2013,?pm=XIibhb81bjNcWg0SupJNGg==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Sentiasa,Toko Serba Ada,1.597,4.950,14,2013,?pm=HA7b5rAGXw5aTaqv2Iq71A==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Salon Dian,Salon,"55,55",120,4,2010,?pm=CKtguYA//usL/oRgx/8JJA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Sumber Rizki,Toko Manisan Sumber Rizki,"595,6",240,2,2010,?pm=vvrgCIi4fYIEJ8CNIhpMkg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 null,Dagang Koran,53,996,1,2008,?pm=zswGFetrLTKWpq/FLXIh8g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 null,Dagang Udang,"73,8",1.170,1,2008,?pm=H8iWVfW7vzKbYn9ik2hkIA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Ud. Avit,Dagang Ikan Asin,"8,5",126,1,2008,?pm=RuEXi8L6963PZ5kzX9fc5w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Distributor Kerajinan Ukiran,Pedagang Kerajinan,240,240,5,2012,?pm=kqV1KFowrmNHmEXr3AIQCA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 UD. Setia,Pedagang Sembako,305,600,1,2012,?pm=o1fPTcSRRp6VtkgZyYTijQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Fatimah,Toko,"3,25","25,8",1,2013,?pm=OBI67OOi5CcJkNghKrCbMQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Camilan,Dagang Tempe & Sale,"156,34",552,6,2008,?pm=C+UpHBhlMK6bIO2zxbklWA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 null,Dagang Kelapa,"102,05","351,2",1,2008,?pm=8Ltl4cfnFNcCalvullupZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 null,Dagang Sayur Mayur,"51,2",381,1,2008,?pm=vMF24oEadDqtWMVhAP1qrA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Jongko Melati Karya Mandiri,Dagang Tanaman Hias,"35,8",72,4,2008,?pm=yL/jNfvD7B5zoevpVbL45Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Pedagang Barang Pecah Belah,Pedagang Pecah Belah,105,60,1,2012,?pm=fxURw39LHwUiX2ejFncEzw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Raka ,Dagang Sembako,75,720,1,2008,?pm=Av0A8xjuPvhSwZid9h9dfw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Dahlia,Dagang Pakaian,"75,75",210,2,2008,?pm=WR6M1NvxPxKfUYMUHv8Sog==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Hartati,Dagang Pakaian,74,108,2,2008,?pm=UNdrnVtWCKVgFmJHDGvZLw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Penjual Jamu,Dagang Jamu,"231,4",54,2,2008,?pm=hsOnwh3WkqqItztq78IuXA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Penjual Jamu,Dagang Jamu,248,52,2,2008,?pm=i0f58mH4q+PjeFm7E38wBA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Peternak Ayam,Dagang Ayam Potong,431,420,4,2008,?pm=fhLMbiAMYJqcQKM9H7pTrA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Penjual bunga dan buah,Dagang Bunga Dan Buah,267,55,5,2008,?pm=kORvC7tyBIMQiKIPkZkT4Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 UD. Yakin,Dagang Ukir Batu Nisan,"7,25",96,2,2008,?pm=Z0hqnxXtOlABK/XEf2EhjA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Muhtar,Dagang Buah-Buahan,"8,2",152,3,2008,?pm=AJvc5JipeCT76okPe/XyJg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 -,Dagang Keranjang Sampah,166,240,3,2008,?pm=tEMPM3hagunMDm+f5OelZw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Lilik Safaat,Dagang Sandal,88,"33,5",1,2008,?pm=xbiDkW54gjbkinMWR139cg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Arizona Cell,Jual Pulsa,22,30,0,2010,?pm=rf5vUt2NF07DFsc8tR3YUQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Muslimah,Warung,145,48,1,2010,?pm=rrgZOIbKb3qrolSd09QW8w==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Jaya Cell,Jual Pulsa,22,48,0,2010,?pm=5Fava+/H53UkNRky5iXP6Q==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Fotocopy Dan Percetakan Usman,Fotocopy,88,84,3,2010,?pm=1YlZ5zsSGVja4q2iZ276iw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Photocopy Agung,Foto Copy,127,72,1,2010,?pm=f2okGb5QgdRFveWZ5y+Z4Q==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bowo Cell,Pulsa,110,36,0,2010,?pm=Mz7Bck61t09hEGP/Q3cHnQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kue Tart,Kue Tart,71,40,0,2010,?pm=CufkETpPcFwlymyMA7qP+Q==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Gallery Seni Sutanto,Lukisan,"14,5","21,75",2,2010,?pm=oJUb5Bfcnh7cGbITW7YhHg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Aneka Rotan Nanang,Kerajinan Rotan,"13,5","10,8",0,2010,?pm=+3rCJKx61/O/cKZpL12ytA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Nasi Uduk Lontong Sayur,Nasi Uduk,2,"4,5",2,2010,?pm=FQNisBHEifZLFyDjKCsUQQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Nisa Cell,Toko ATK,0,0,2,2012,?pm=tOWg1QCuqF/HFre+z5Erqw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bengkel Samosir,Jasa Bengkel,0,0,1,2012,?pm=j/qbItIWxESXhKXSBe9wBg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Tessa,Warung Sembako,0,0,2,2008,?pm=7d2LDLqwCbyUqCVZg1Y4dQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Obat Fitri,Obat-Obatan,0,0,1,2012,?pm=4N/3HVgC7S88h3ZUo9EMxA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Pondok Bakso Moro Manteb,Warung Makan,0,0,3,2012,?pm=hQwXSKqdM85/6E0hI+XnPw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Sembako Pak Dhe,Sembako,0,0,1,2012,?pm=oC6WnOaROjO5LYog2gjXYA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Little Kidz,Pakaian Anak-Anak,0,0,1,2012,?pm=8N8QEO2U1H30W6XX+dLGNg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kedai Kopi Surya Gemilang,Minuman Kopi,0,0,1,2012,?pm=IsHCcWeGE3UESm/dZyq88w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Dewata Nawa Art,Dagang Lukisan,"396,1",38,1,2008,?pm=olX+LNwLXuue+Aw+58aNfg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 -,Dagang  Telur Asin dan Rengginan,181,0,3,2008,?pm=4WXBtljP+F334RJOgZ6/gg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 -,"Dagang Wajan, Panci Aluminium","82,75",6,1,2008,?pm=uQawc1sS6nsQZms0jO28GQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 -,Dagang Strawberry dan Tanaman Hias,"162,6",12,4,2008,?pm=K/og770RcOuSKQ+pvwQ/kA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Mutiara Hijau,Dagang Enceng Gondok,"144,5",0,50,2008,?pm=xaORm1OQ/AkBVn0gSybySw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Hamas,Dagang  Makanan Ternak dan Obat-obatan Ternak,178,0,2,2008,?pm=TvbtTmP6UC7RdDVLAjxvHg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Shinta Coolection,Dagang Kalung,326,23,1,2008,?pm=UEIAiKzFnHtIGTfEJFwvJw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 AS Perabot,Perabot,"70,5",52,5,2009,?pm=rQX3eAQjtGTPatNbiyUdqg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kue Sapik Mayura,Kue Sapik ,"413,3","23,8",3,2009,?pm=DxGRuRAZuGApSHqqYKPk6g==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Usaha Dagang Warung,Dagang Rempah Rempah,70,"373,12",2,2009,?pm=LqVOnVS37inwW8Ry2WPe0w==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
" Toko""Putri""",Toko Pracangan,"74,2",186,2,2009,?pm=OwfQvlm/zFrZefaz//aJ1Q==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
" Rumah Makan ""Fitri""",Rumah Makan,33,176,4,2009,?pm=vLf5U7syUpdBaKJoVzxDgQ==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 AgungMotor,Bengkel Sepeda Motor,131,117,2,2009,?pm=mOKDNhW+OJ9pCXC7lRUNcA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Paji Widodo,Perdagangan Tanaman Hias,438,360,10,2009,?pm=rdYRaGdUTXpcK/Wqd9XIFg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Putra Makmur,Dagang Sembako,422,2.430,5,2008,?pm=ADSxc/um3/0Q4GwQO1WKtw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Sukses Jaya,Dagang Sembako,"99,75",360,1,2008,?pm=6vJkO2z779Lw2lTh850icA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Joni Jaya,Dagang Barang-barang Plastik,"92,5",384,1,2008,?pm=isJKu7vSi0pzeNf8WMACNA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Wasiat,Dagang Kelontong,"194,5",48,1,2008,?pm=mnM47h3eagMtfohl+grmRQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Ninik,Dagang Kelontong,"324,5",144,3,2008,?pm=H51XkWBqCPpcT3bTyExfzA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Tole Phone Cell,Dagang Voucher Handphone,"559,65",84,1,2008,?pm=NfHaiB0dSMASGZgI3Cd70g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Nafi Cell,Dagang Voucher Handphone,"258,7",72,1,2008,?pm=8arLLhLlCMNdEd+kc2ITNQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Sederhana,Toko Kebutuhan Sehari-hari,145,415,1,2012,?pm=sb+PiS+8Vj3dEAuB67OKug==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kerupuk Karak ,Kerupuk Nasi,"31,5",48,2,2009,?pm=dG3v3IdD61SzcD53P8GVvw==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Fariasi Kendraan,Penjualan Suku Cadang Motor,"84,8",320,3,2009,?pm=wwDnMlqLso8ILJeXoOzQ6w==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Risna Wati.SP,Sulaman Izuzi Indah,85,134,7,2009,?pm=K4k0HywK5nxwg2FE8BJL7Q==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Narnia Cell,Dagang Voucher dan Handphone,"271,5",120,1,2008,?pm=gjhf7X0g2diFWoriy88zrQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Wolu Cell,Dagang Voucher dan Handphone,"66,5",176,1,2008,?pm=oX/3GNKgJvv1Eh306aUT9A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Dhani Cell,Dagang Voucher  Handphone,148,95,1,2008,?pm=EDorsEaqEN61T6EzOHBAig==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Mekar Sejahtera,Dagang Kelontong,100,960,1,2008,?pm=o3eD9KNSx1QrEvSuu9MOOg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Aura Cell,Menjual Pulsa,12,"103,5",0,2011,?pm=wlPDEZJAY8fKWqNEC01yQA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Sama Senang,Menjual Acsesoris,"60,1",270,2,2011,?pm=NAnjYvIQLA8Crg/dcsc/Kw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Akbar,Sembako,91,243,2,2013,?pm=H1CyTY1Vf1EN1s+hPkXFHA==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Cobodoe Indah,Sembako,143,24,1,2013,?pm=NdJ6joE7zjFU/wHX1RaJkQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Nurhayat,Sembako,71,40,1,2013,?pm=0mcq9Hajrr3EbovujMSVbQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Nabillas Artshop,Dagang Barang Kerajinan,34,312,1,2008,?pm=J6jRoeMgD+JYUZcnLn50bA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Mertha Asih Shop,Dagang Tedung,190,184,1,2008,?pm=sUaBdGpEStMrhMUhNzNN+A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Hendra Handicraft,Dagang Barang Kerajinan,178,12,1,2008,?pm=RKV2tYGNGyHrVNH6xxVtZA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Fajar,Dagang Palen-Palen,220,60,1,2008,?pm=zb/4waI/0+dRsCU6DTpSMA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Sari Kembang Ukir,Dagang Barang Kerajinan,22,26,1,2008,?pm=h8gTl2P2JAYNEEJnPOpQNw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Ridwan Tas,Dagang Tas,28,84,2,2008,?pm=TegcfTnqPzWHqsLFLvvuhg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Yasa Art,Dagang Lukisan,36,30,1,2008,?pm=iHi/eZGpcv7XPgDDOchPBg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Niki Karya,Dagang Krey,"188,82",145,2,2008,?pm=19sratSsILlzlIYN7Fk6hQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios & Depot Isi Ulang Ariq,Sembako & Air Galon ,424,502,3,2012,?pm=UfSibD5K2lfwoNBGXhelYg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Bensin La Lin,Dagang BBM,218,178,1,2012,?pm=Eue7ADWGjuZQzkMTDlXuMQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bengkel Erwin Motor,Jasa Bengkel Mobil,722,175,4,2012,?pm=0lPAmR5cS2LotcaS8RfaUg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Sanusi,Sembako,50,27,1,2013,?pm=NOugRDbRfV1X2gZOvQUSvg==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 UD. Sumber Karya Indah,Dagang Krey,"39,5",141,3,2008,?pm=U/15OSYnydYaHHdG58SGEw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Wirna Collection,Dagang Pakaian,35,176,1,2008,?pm=2YtrvV3dFMkyc/p4CgVXtw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Focus Desaign,Dagang Barang Kerajinan,545,730,2,2008,?pm=qKx3h4byFMUoSDQZKqxCZA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
